code,mistralai/Mixtral-8x7B-v0.1_max,mistralai/Mixtral-8x7B-v0.1_mean,avg
afr_Latn,0.0583,0.0065,0.0583
amh_Ethi,0.0,0.0,0.0
arb_Arab,0.0,0.0,0.0
ary_Arab,0.0,0.0,0.0
arz_Arab,0.0,0.0,0.0
asm_Beng,0.0,0.0,0.0
bam_Latn,0.0097,0.0009,0.0097
ben_Beng,0.0,0.0,0.0
bul_Cyrl,0.0485,0.0029,0.0485
cat_Latn,0.3204,0.0156,0.3204
ceb_Latn,0.0194,0.0009,0.0194
ces_Latn,0.0485,0.0026,0.0485
ckb_Arab,0.0,0.0,0.0
dan_Latn,0.0777,0.0059,0.0777
deu_Latn,0.1262,0.0118,0.1262
ell_Grek,0.0,0.0,0.0
eng_Latn,1.0,0.2727,1.0
est_Latn,0.0194,0.0015,0.0194
eus_Latn,0.0194,0.0009,0.0194
fin_Latn,0.0194,0.0012,0.0194
fra_Latn,0.4369,0.0279,0.4369
fuv_Latn,0.0,0.0,0.0
guj_Gujr,0.0,0.0,0.0
hat_Latn,0.0097,0.0009,0.0097
hau_Latn,0.0291,0.0012,0.0291
heb_Hebr,0.0,0.0,0.0
hin_Deva,0.0,0.0,0.0
hin_Latn,0.0,0.0,0.0
hrv_Latn,0.3204,0.0132,0.3204
hun_Latn,0.0097,0.0006,0.0097
hye_Armn,0.0097,0.0003,0.0097
ibo_Latn,0.0,0.0,0.0
ilo_Latn,0.0194,0.0018,0.0194
ind_Latn,0.0291,0.0024,0.0291
isl_Latn,0.0194,0.0009,0.0194
ita_Latn,0.534,0.0382,0.534
jav_Latn,0.0194,0.0012,0.0194
kac_Latn,0.0,0.0,0.0
kan_Knda,0.0,0.0,0.0
kat_Geor,0.0,0.0,0.0
kaz_Cyrl,0.0097,0.0003,0.0097
khm_Khmr,0.0,0.0,0.0
kin_Latn,0.0194,0.0006,0.0194
kir_Cyrl,0.0,0.0,0.0
kor_Hang,0.0097,0.0003,0.0097
lin_Latn,0.0097,0.0006,0.0097
lit_Latn,0.0097,0.0003,0.0097
lug_Latn,0.0097,0.0003,0.0097
luo_Latn,0.0097,0.0015,0.0097
mal_Mlym,0.0,0.0,0.0
mar_Deva,0.0097,0.0003,0.0097
mkd_Cyrl,0.0194,0.0006,0.0194
mlt_Latn,0.0097,0.0003,0.0097
mri_Latn,0.0,0.0,0.0
mya_Mymr,0.0,0.0,0.0
nld_Latn,0.1165,0.0091,0.1165
nob_Latn,0.2233,0.0138,0.2233
npi_Deva,0.0,0.0,0.0
nso_Latn,0.0194,0.0018,0.0194
nya_Latn,0.0291,0.0015,0.0291
ory_Orya,0.0,0.0,0.0
pan_Guru,0.0,0.0,0.0
pes_Arab,0.0,0.0,0.0
plt_Latn,0.0097,0.0006,0.0097
pol_Latn,0.0388,0.0029,0.0388
por_Latn,0.2913,0.0144,0.2913
ron_Latn,0.0194,0.0021,0.0194
rus_Cyrl,0.3592,0.0197,0.3592
shn_Mymr,0.0,0.0,0.0
sin_Sinh,0.0,0.0,0.0
slk_Latn,0.0583,0.0041,0.0583
slv_Latn,0.0388,0.0026,0.0388
sna_Latn,0.0097,0.0006,0.0097
snd_Arab,0.0,0.0,0.0
som_Latn,0.0,0.0,0.0
sot_Latn,0.0097,0.0012,0.0097
spa_Latn,0.1748,0.0132,0.1748
srp_Cyrl,0.1456,0.0059,0.1456
ssw_Latn,0.0097,0.0003,0.0097
sun_Latn,0.0097,0.0009,0.0097
swe_Latn,0.1748,0.0124,0.1748
swh_Latn,0.0097,0.0006,0.0097
tam_Taml,0.0,0.0,0.0
tel_Telu,0.0,0.0,0.0
tgk_Cyrl,0.0,0.0,0.0
tgl_Latn,0.0388,0.0021,0.0388
tha_Thai,0.0097,0.0003,0.0097
tir_Ethi,0.0,0.0,0.0
tsn_Latn,0.0194,0.0018,0.0194
tso_Latn,0.0097,0.0006,0.0097
tur_Latn,0.0,0.0,0.0
ukr_Cyrl,0.2039,0.01,0.2039
urd_Arab,0.0,0.0,0.0
urd_Latn,0.0,0.0,0.0
vie_Latn,0.0,0.0,0.0
war_Latn,0.0194,0.0015,0.0194
wol_Latn,0.0097,0.0009,0.0097
xho_Latn,0.0097,0.0009,0.0097
yor_Latn,0.0,0.0,0.0
zsm_Latn,0.0097,0.0006,0.0097
zul_Latn,0.0194,0.0012,0.0194
