code,Qwen/Qwen3-4B_max,Qwen/Qwen3-4B_mean,avg
hau_Latn,0.0553,0.0166,0.0553
bod_Tibt,0.0,0.0,0.0
ell_Grek,0.2737,0.0806,0.2737
hat_Latn,0.2026,0.0673,0.2026
tha_Thai,0.4101,0.1696,0.4101
tam_Taml,0.0316,0.011,0.0316
kat_Geor,0.0593,0.0186,0.0593
shn_Mymr,0.002,0.0009,0.002
kaz_Cyrl,0.0949,0.0302,0.0949
oci_Latn,0.7085,0.3175,0.7085
urd_Arab,0.2312,0.06,0.2312
vie_Latn,0.8429,0.443,0.8429
mar_Deva,0.0771,0.0274,0.0771
por_Latn,0.9575,0.5733,0.9575
fra_Latn,0.9437,0.5462,0.9437
lin_Latn,0.0494,0.0212,0.0494
nld_Latn,0.8231,0.4003,0.8231
tgl_Latn,0.4091,0.156,0.4091
eng_Latn,1.0,1.0,1.0
swe_Latn,0.8468,0.3967,0.8468
zho_Hans,0.9061,0.6585,0.9061
jav_Latn,0.3083,0.1153,0.3083
ars_Arab,0.6482,0.3268,0.6482
sun_Latn,0.2717,0.1072,0.2717
ssw_Latn,0.0435,0.0114,0.0435
dan_Latn,0.8271,0.3789,0.8271
ckb_Arab,0.0109,0.0048,0.0109
mri_Latn,0.0553,0.019,0.0553
som_Latn,0.0425,0.0111,0.0425
spa_Latn,0.9407,0.5562,0.9407
ben_Beng,0.083,0.0315,0.083
mlt_Latn,0.1413,0.0509,0.1413
heb_Hebr,0.6838,0.304,0.6838
tso_Latn,0.0553,0.0177,0.0553
swh_Latn,0.0563,0.0216,0.0563
glg_Latn,0.8824,0.4762,0.8824
sin_Sinh,0.002,0.001,0.002
xho_Latn,0.0514,0.0151,0.0514
tsn_Latn,0.0553,0.0152,0.0553
slv_Latn,0.663,0.2315,0.663
bam_Latn,0.0316,0.0128,0.0316
yor_Latn,0.0296,0.0101,0.0296
cat_Latn,0.8755,0.4383,0.8755
hrv_Latn,0.7362,0.2828,0.7362
zul_Latn,0.0415,0.0129,0.0415
deu_Latn,0.8854,0.4974,0.8854
tur_Latn,0.5,0.2148,0.5
ceb_Latn,0.332,0.1228,0.332
jpn_Jpan,0.6759,0.3668,0.6759
wol_Latn,0.0583,0.0235,0.0583
eus_Latn,0.1502,0.0533,0.1502
guj_Gujr,0.0267,0.0106,0.0267
mya_Mymr,0.003,0.0005,0.003
arz_Arab,0.4713,0.2219,0.4713
gaz_Latn,0.0138,0.0051,0.0138
afr_Latn,0.7727,0.3369,0.7727
kin_Latn,0.0395,0.0124,0.0395
tgk_Cyrl,0.0534,0.0182,0.0534
zho_Hant,0.9111,0.6446,0.9111
rus_Cyrl,0.8043,0.436,0.8043
grn_Latn,0.0445,0.025,0.0445
zsm_Latn,0.7856,0.3539,0.7856
est_Latn,0.4417,0.1391,0.4417
lao_Laoo,0.0148,0.0079,0.0148
als_Latn,0.4249,0.1171,0.4249
asm_Beng,0.0326,0.0119,0.0326
arb_Latn,0.0375,0.0122,0.0375
nya_Latn,0.0563,0.0171,0.0563
arb_Arab,0.6571,0.3323,0.6571
fin_Latn,0.5277,0.1674,0.5277
isl_Latn,0.2095,0.0589,0.2095
lug_Latn,0.0524,0.017,0.0524
ukr_Cyrl,0.7075,0.2581,0.7075
slk_Latn,0.6887,0.2579,0.6887
plt_Latn,0.0415,0.0112,0.0415
fuv_Latn,0.0711,0.0256,0.0711
mal_Mlym,0.0277,0.0081,0.0277
bul_Cyrl,0.753,0.2817,0.753
lvs_Latn,0.4951,0.1701,0.4951
hun_Latn,0.5949,0.2079,0.5949
sna_Latn,0.0514,0.0168,0.0514
nob_Latn,0.833,0.3851,0.833
kan_Knda,0.0148,0.0059,0.0148
kor_Hang,0.5316,0.2706,0.5316
ibo_Latn,0.0395,0.0101,0.0395
pol_Latn,0.7292,0.3167,0.7292
ind_Latn,0.8577,0.4404,0.8577
uzn_Latn,0.1374,0.0502,0.1374
khm_Khmr,0.0059,0.0027,0.0059
hye_Armn,0.0751,0.0257,0.0751
tir_Ethi,0.002,0.0005,0.002
amh_Ethi,0.0049,0.0017,0.0049
khk_Cyrl,0.0326,0.0105,0.0326
acm_Arab,0.585,0.2856,0.585
ilo_Latn,0.1018,0.0512,0.1018
ast_Latn,0.7727,0.3878,0.7727
kea_Latn,0.337,0.1448,0.337
tel_Telu,0.0198,0.0073,0.0198
sot_Latn,0.0702,0.0174,0.0702
lit_Latn,0.5049,0.1705,0.5049
war_Latn,0.2796,0.1066,0.2796
apc_Arab,0.5375,0.2476,0.5375
kir_Cyrl,0.0702,0.0205,0.0702
hin_Deva,0.251,0.0823,0.251
pes_Arab,0.3874,0.1402,0.3874
pbt_Arab,0.0543,0.0147,0.0543
pan_Guru,0.0148,0.0046,0.0148
ces_Latn,0.7213,0.2765,0.7213
ita_Latn,0.9249,0.4835,0.9249
ron_Latn,0.7945,0.3683,0.7945
