code,Qwen/Qwen3-1.7B_max,Qwen/Qwen3-1.7B_mean,avg
kvn_Latn,0.0097,0.0007,0.0097
ndj_Latn,0.0,0.0,0.0
mil_Latn,0.0,0.0,0.0
pan_Guru,0.0097,0.0007,0.0097
byr_Latn,0.0,0.0,0.0
adj_Latn,0.0,0.0,0.0
spy_Latn,0.0,0.0,0.0
pma_Latn,0.0,0.0,0.0
att_Latn,0.0097,0.0033,0.0097
hmo_Latn,0.0097,0.0003,0.0097
nho_Latn,0.0097,0.0013,0.0097
efi_Latn,0.0194,0.0013,0.0194
bsn_Latn,0.0,0.0,0.0
tob_Latn,0.0097,0.0003,0.0097
lol_Latn,0.0,0.0,0.0
anv_Latn,0.0,0.0,0.0
sil_Latn,0.0,0.0,0.0
otm_Latn,0.0,0.0,0.0
mcp_Latn,0.0,0.0,0.0
qxh_Latn,0.0194,0.0054,0.0194
pad_Latn,0.0097,0.0003,0.0097
nma_Latn,0.0097,0.0003,0.0097
run_Latn,0.0097,0.001,0.0097
mai_Deva,0.0194,0.0013,0.0194
kms_Latn,0.0,0.0,0.0
bth_Latn,0.0194,0.007,0.0194
kkj_Latn,0.0097,0.0007,0.0097
nyn_Latn,0.0097,0.0003,0.0097
aoi_Latn,0.0,0.0,0.0
guk_Ethi,0.0,0.0,0.0
zav_Latn,0.0097,0.001,0.0097
caa_Latn,0.0,0.0,0.0
poi_Latn,0.0097,0.005,0.0097
srq_Latn,0.0097,0.002,0.0097
bkd_Latn,0.0097,0.0013,0.0097
ifu_Latn,0.0097,0.0013,0.0097
cbv_Latn,0.0,0.0,0.0
ncl_Latn,0.0194,0.0023,0.0194
qve_Latn,0.0097,0.0003,0.0097
aeu_Latn,0.0097,0.0003,0.0097
gog_Latn,0.0,0.0,0.0
ape_Latn,0.0,0.0,0.0
bnj_Latn,0.0097,0.0027,0.0097
awb_Latn,0.0,0.0,0.0
luo_Latn,0.0097,0.0017,0.0097
bim_Latn,0.0097,0.0003,0.0097
ojb_Cans,0.0,0.0,0.0
bzd_Latn,0.0194,0.0054,0.0194
tel_Telu,0.0194,0.002,0.0194
cpa_Latn,0.0097,0.001,0.0097
far_Latn,0.0194,0.0013,0.0194
seh_Latn,0.0097,0.0007,0.0097
nwb_Latn,0.0,0.0,0.0
ntu_Latn,0.0,0.0,0.0
sah_Cyrl,0.0,0.0,0.0
wmw_Latn,0.0194,0.0054,0.0194
zlm_Latn,0.4951,0.162,0.4951
arl_Latn,0.0,0.0,0.0
hak_Latn,0.0,0.0,0.0
nnw_Latn,0.0,0.0,0.0
usa_Latn,0.0,0.0,0.0
upv_Latn,0.0,0.0,0.0
mpx_Latn,0.0,0.0,0.0
epo_Latn,0.1553,0.0472,0.1553
lit_Latn,0.2136,0.0569,0.2136
mcq_Latn,0.0,0.0,0.0
sot_Latn,0.0097,0.0017,0.0097
gde_Latn,0.0097,0.0003,0.0097
lom_Latn,0.0,0.0,0.0
toc_Latn,0.0,0.0,0.0
zpv_Latn,0.0,0.0,0.0
sim_Latn,0.0,0.0,0.0
ptu_Latn,0.0097,0.0023,0.0097
mva_Latn,0.0097,0.0003,0.0097
war_Latn,0.0485,0.0167,0.0485
niq_Latn,0.0194,0.0077,0.0194
chk_Latn,0.0097,0.0013,0.0097
mti_Latn,0.0,0.0,0.0
zaw_Latn,0.0194,0.0033,0.0194
